lle_codigo,lle_llegadanal,lle_periodo,Mes,lle_valor
5615,RIONEGRO - ANTIOQUIA,2019,06,2
27075,BAHIA SOLANO,2019,06,1710
17001,MANIZALES,2019,06,2308
13688,SANTA ROSA DEL SUR,2019,06,18
27077,BAJO BAUDO,2019,06,28
70215,COROZAL,2019,06,1348
50680,SAN CARLOS GUAROA,2019,06,0
5001,MEDELLIN,2019,06,20
85001,EL YOPAL,2019,06,198
13001,CARTAGENA,2019,06,39481
25175,CHIA,2019,06,2
68081,BARRANCABERMEJA,2019,06,166
5579,PUERTO BERRIO,2019,06,197
23068,AYAPEL,2019,06,7
11001,BOGOTA,2019,06,162237
50001,VILLAVICENCIO,2019,06,342
27205,CONDOTO,2019,06,7
5031,AMALFI,2019,06,0
5873,VIGIA DEL FUERTE,2019,06,85
5154,CAUCASIA,2019,06,0
68679,SAN GIL,2019,06,0
47001,SANTA MARTA,2019,06,20489
5647,SAN ANDRES - ISLA,2019,06,18067
70708,SAN MARCOS,2019,06,0
52001,PASTO,2019,06,953
5604,REMEDIOS,2019,06,11
23466,MONTELIBANO,2019,06,429
76001,CALI,2019,06,18532
81001,ARAUCA,2019,06,0
5847,URRAO,2019,06,333
73001,IBAGUE,2019,06,892
20001,VALLEDUPAR,2019,06,874
54001,CUCUTA,2019,06,4571
68001,BUCARAMANGA,2019,06,5835
18001,FLORENCIA,2019,06,11
76147,CARTAGO,2019,06,24
5059,ARMENIA,2019,06,2125
5250,EL BAGRE,2019,06,520
91001,LETICIA,2019,06,1695
66001,PEREIRA,2019,06,5909
76563,PRADERA,2019,06,0
27495,NUQUI,2019,06,834
27001,QUIBDO,2019,06,10621
41001,NEIVA,2019,06,566
52835,TUMACO,2019,06,91
27006,ACANDI,2019,06,496
70823,TOLU,2019,06,0
5147,CAREPA,2019,06,8397
99524,LA PRIMAVERA,2019,06,0
52001,PASTO,2018,06,729
91001,LETICIA,2018,06,784
85001,EL YOPAL,2018,06,339
73001,IBAGUE,2018,06,980
27075,BAHIA SOLANO,2018,06,1445
5250,EL BAGRE,2018,06,651
50350,LA MACARENA,2018,06,53
5154,CAUCASIA,2018,06,2983
23068,AYAPEL,2018,06,10
54001,CUCUTA,2018,06,1965
27006,ACANDI,2018,06,775
52835,TUMACO,2018,06,174
17001,MANIZALES,2018,06,1825
73168,CHAPARRAL,2018,06,7
50001,VILLAVICENCIO,2018,06,216
44001,RIOHACHA,2018,06,457
23001,MONTERIA,2018,06,9952
13001,CARTAGENA,2018,06,29126
68081,BARRANCABERMEJA,2018,06,122
5604,REMEDIOS,2018,06,7
47001,SANTA MARTA,2018,06,17949
13688,SANTA ROSA DEL SUR,2018,06,23
73443,MARIQUITA,2018,06,2
66001,PEREIRA,2018,06,4412
23466,MONTELIBANO,2018,06,70
20001,VALLEDUPAR,2018,06,752
27001,QUIBDO,2018,06,9557
47245,EL BANCO,2018,06,32
5001,MEDELLIN,2018,06,26
76001,CALI,2018,06,14634
25175,CHIA,2018,06,4
5585,PUERTO NARE,2018,06,5
8001,BARRANQUILLA,2018,06,12500
27372,JURADO,2018,06,86
5059,ARMENIA,2018,06,1503
68669,SAN ANDRÉS,2018,06,13135
68001,BUCARAMANGA,2018,06,4133
15516,PAIPA,2018,06,9
41001,NEIVA,2018,06,448
11001,BOGOTA,2018,06,133186
5847,URRAO,2018,06,19
70823,TOLU,2018,06,698
76147,CARTAGO,2018,06,8
13468,MOMPÓS,2018,06,5
5147,CAREPA,2018,06,7378
27205,CONDOTO,2018,06,2
76109,BUENAVENTURA,2018,06,7
27495,NUQUI,2018,06,819
19001,POPAYAN,2018,06,186
27077,BAJO BAUDO,2018,06,19
70215,COROZAL,2018,06,1687
5615,RIONEGRO - ANTIOQUIA,2018,06,4
18001,FLORENCIA,2018,06,104
70713,SAN ONOFRE - SUCRE,2017,06,0
73001,IBAGUE,2017,06,1104
73275,FLANDES,2017,06,0
73449,MELGAR,2017,06,0
15516,PAIPA,2017,06,2
91001,LETICIA,2017,06,1864
5059,ARMENIA,2017,06,1587
27372,JURADO,2017,06,56
68669,SAN ANDRÉS,2017,06,16164
47001,SANTA MARTA,2017,06,14164
20001,VALLEDUPAR,2017,06,677
52835,TUMACO,2017,06,126
76001,CALI,2017,06,22978
44001,RIOHACHA,2017,06,416
5873,VIGIA DEL FUERTE,2017,06,120
54001,CUCUTA,2017,06,4689
5001,MEDELLIN,2017,06,1
23068,AYAPEL,2017,06,0
5847,URRAO,2017,06,16
5604,REMEDIOS,2017,06,11
20013,AGUSTÍN CODAZZI,2017,06,0
20011,AGUACHICA,2017,06,0
44430,MAICAO,2017,06,0
5154,CAUCASIA,2017,06,1282
85001,EL YOPAL,2017,06,1071
76109,BUENAVENTURA,2017,06,0
18001,FLORENCIA,2017,06,110
27075,BAHIA SOLANO,2017,06,1185
13688,SANTA ROSA DEL SUR,2017,06,14
19001,POPAYAN,2017,06,243
52001,PASTO,2017,06,642
76147,CARTAGO,2017,06,0
27006,ACANDI,2017,06,744
11001,BOGOTA,2017,06,137980
68001,BUCARAMANGA,2017,06,5784
8001,BARRANQUILLA,2017,06,14914
66001,PEREIRA,2017,06,4121
5147,CAREPA,2017,06,7679
41001,NEIVA,2017,06,580
70215,COROZAL,2017,06,1431
23001,MONTERIA,2017,06,11639
27495,NUQUI,2017,06,617
5250,EL BAGRE,2017,06,598
27001,QUIBDO,2017,06,9427
70823,TOLU,2017,06,685
25175,CHIA,2017,06,4
13001,CARTAGENA,2017,06,30706
17001,MANIZALES,2017,06,1429
5579,PUERTO BERRIO,2017,06,4
27205,CONDOTO,2017,06,66
50001,VILLAVICENCIO,2017,06,250
50350,LA MACARENA,2017,06,104
5585,PUERTO NARE,2017,06,9
68081,BARRANCABERMEJA,2017,06,155
5615,RIONEGRO - ANTIOQUIA,2017,06,5
91001,LETICIA,2016,06,1234
76109,BUENAVENTURA,2016,06,1
5147,CAREPA,2016,06,7946
47001,SANTA MARTA,2016,06,11596
52001,PASTO,2016,06,924
50350,LA MACARENA,2016,06,66
13688,SANTA ROSA DEL SUR,2016,06,8
27075,BAHIA SOLANO,2016,06,1372
5250,EL BAGRE,2016,06,588
27372,JURADO,2016,06,49
11001,BOGOTA,2016,06,127328
15516,PAIPA,2016,06,7
27001,QUIBDO,2016,06,12498
73001,IBAGUE,2016,06,1270
27205,CONDOTO,2016,06,5
68669,SAN ANDRÉS,2016,06,15100
5059,ARMENIA,2016,06,977
5001,MEDELLIN,2016,06,4
23001,MONTERIA,2016,06,9071
68001,BUCARAMANGA,2016,06,5954
27495,NUQUI,2016,06,557
13001,CARTAGENA,2016,06,27695
50573,PUERTO LÓPEZ,2016,06,2
25175,CHIA,2016,06,7
85001,EL YOPAL,2016,06,930
8001,BARRANQUILLA,2016,06,16801
50001,VILLAVICENCIO,2016,06,343
70215,COROZAL,2016,06,1957
19001,POPAYAN,2016,06,286
76001,CALI,2016,06,24259
5847,URRAO,2016,06,6
70823,TOLU,2016,06,706
5031,AMALFI,2016,06,0
54001,CUCUTA,2016,06,4140
20001,VALLEDUPAR,2016,06,1025
66001,PEREIRA,2016,06,4273
5154,CAUCASIA,2016,06,1728
44001,RIOHACHA,2016,06,401
41001,NEIVA,2016,06,527
5615,RIONEGRO - ANTIOQUIA,2016,06,11
17001,MANIZALES,2016,06,929
5579,PUERTO BERRIO,2016,06,7
5873,VIGIA DEL FUERTE,2016,06,214
27006,ACANDI,2016,06,799
68081,BARRANCABERMEJA,2016,06,179
18001,FLORENCIA,2016,06,116
52835,TUMACO,2016,06,156
5604,REMEDIOS,2016,06,25
44001,RIOHACHA,2015,06,343
52835,TUMACO,2015,06,99
27495,NUQUI,2015,06,412
23001,MONTERIA,2015,06,10796
27077,BAJO BAUDO,2015,06,0
25530,PARATEBUENO,2015,06,45
5604,REMEDIOS,2015,06,34
68081,BARRANCABERMEJA,2015,06,167
85001,EL YOPAL,2015,06,626
73443,MARIQUITA,2015,06,2
27001,QUIBDO,2015,06,10919
5579,PUERTO BERRIO,2015,06,6
19001,POPAYAN,2015,06,210
18001,FLORENCIA,2015,06,69
27205,CONDOTO,2015,06,2
73449,MELGAR,2015,06,0
5585,PUERTO NARE,2015,06,0
73168,CHAPARRAL,2015,06,0
17001,MANIZALES,2015,06,718
19418,LOPEZ,2015,06,0
76001,CALI,2015,06,21075
68001,BUCARAMANGA,2015,06,6398
85325,SAN LUIS DE PALENQUE,2015,06,0
5847,URRAO,2015,06,4
52001,PASTO,2015,06,937
5059,ARMENIA,2015,06,939
73001,IBAGUE,2015,06,980
25175,CHIA,2015,06,16
70221,COVEÑAS,2015,06,0
50001,VILLAVICENCIO,2015,06,611
70717,SAN PEDRO,2015,06,0
70215,COROZAL,2015,06,1069
70823,TOLU,2015,06,699
15516,PAIPA,2015,06,0
5250,EL BAGRE,2015,06,489
20001,VALLEDUPAR,2015,06,880
23466,MONTELIBANO,2015,06,194
66001,PEREIRA,2015,06,3702
8001,BARRANQUILLA,2015,06,14689
70708,SAN MARCOS,2015,06,0
5873,VIGIA DEL FUERTE,2015,06,197
11001,BOGOTA,2015,06,120378
5001,MEDELLIN,2015,06,0
8141,CANDELARIA,2015,06,3
68669,SAN ANDRÉS,2015,06,14457
17614,RIOSUCIO,2015,06,0
86568,PUERTO ASIS,2015,06,18
81001,ARAUCA,2015,06,0
41001,NEIVA,2015,06,733
20011,AGUACHICA,2015,06,3
27075,BAHIA SOLANO,2015,06,1057
5154,CAUCASIA,2015,06,1505
50568,PUERTO GAITÁN,2015,06,0
50350,LA MACARENA,2015,06,42
5615,RIONEGRO - ANTIOQUIA,2015,06,8
13001,CARTAGENA,2015,06,26440
76834,TULUÁ,2015,06,1
5147,CAREPA,2015,06,8816
13688,SANTA ROSA DEL SUR,2015,06,2
47001,SANTA MARTA,2015,06,11284
76109,BUENAVENTURA,2015,06,0
27006,ACANDI,2015,06,850
73275,FLANDES,2015,06,1
54001,CUCUTA,2015,06,4318
68190,CIMITARRA,2015,06,0
27372,JURADO,2015,06,0
91001,LETICIA,2015,06,1436
5154,CAUCASIA,2014,06,1390
66001,PEREIRA,2014,06,3731
68081,BARRANCABERMEJA,2014,06,208
73275,FLANDES,2014,06,0
97001,MITÚ,2014,06,0
19418,LOPEZ,2014,06,0
68190,CIMITARRA,2014,06,7
76147,CARTAGO,2014,06,0
44001,RIOHACHA,2014,06,335
73001,IBAGUE,2014,06,704
23068,AYAPEL,2014,06,0
23466,MONTELIBANO,2014,06,0
68001,BUCARAMANGA,2014,06,6075
11001,BOGOTA,2014,06,118310
20011,AGUACHICA,2014,06,0
52835,TUMACO,2014,06,134
68669,SAN ANDRÉS,2014,06,9960
5059,ARMENIA,2014,06,763
13688,SANTA ROSA DEL SUR,2014,06,0
5847,URRAO,2014,06,2
52001,PASTO,2014,06,566
5250,EL BAGRE,2014,06,422
19001,POPAYAN,2014,06,145
44847,URIBIA,2014,06,0
19318,GUAPI,2014,06,0
5147,CAREPA,2014,06,7554
50001,VILLAVICENCIO,2014,06,206
25175,CHIA,2014,06,0
70717,SAN PEDRO,2014,06,0
20001,VALLEDUPAR,2014,06,831
73168,CHAPARRAL,2014,06,3
73449,MELGAR,2014,06,0
81001,ARAUCA,2014,06,0
17001,MANIZALES,2014,06,884
5591,PUERTO TRIUNFO,2014,06,0
27372,JURADO,2014,06,15
27077,BAJO BAUDO,2014,06,0
94001,INÍRIDA,2014,06,0
86568,PUERTO ASIS,2014,06,41
27205,CONDOTO,2014,06,28
27006,ACANDI,2014,06,493
27075,BAHIA SOLANO,2014,06,670
23001,MONTERIA,2014,06,8877
70823,TOLU,2014,06,511
76834,TULUÁ,2014,06,0
27495,NUQUI,2014,06,771
52565,PROVIDENCIA,2014,06,0
47001,SANTA MARTA,2014,06,7448
85001,EL YOPAL,2014,06,1079
15272,FIRAVITOBA,2014,06,17
54001,CUCUTA,2014,06,4039
70215,COROZAL,2014,06,777
8001,BARRANQUILLA,2014,06,13043
5615,RIONEGRO - ANTIOQUIA,2014,06,4
5604,REMEDIOS,2014,06,21
91001,LETICIA,2014,06,982
5873,VIGIA DEL FUERTE,2014,06,152
19809,TIMBIQUI,2014,06,0
76001,CALI,2014,06,17668
41001,NEIVA,2014,06,485
73443,MARIQUITA,2014,06,0
18001,FLORENCIA,2014,06,122
50350,LA MACARENA,2014,06,5
70708,SAN MARCOS,2014,06,2
99001,PUERTO CARREÑO,2014,06,0
5001,MEDELLIN,2014,06,2
76622,ROLDANILLO,2014,06,0
27001,QUIBDO,2014,06,10417
95001,SAN JOSE DEL GUAVIARE,2014,06,0
15516,PAIPA,2014,06,6
13001,CARTAGENA,2014,06,21481
19142,CALOTO,2014,06,2
5579,PUERTO BERRIO,2014,06,13
5585,PUERTO NARE,2014,06,49
20770,SAN MARTÍN,2014,06,0
47001,SANTA MARTA,2013,06,11766
70823,TOLU,2013,06,492
41001,NEIVA,2013,06,593
81794,TAME,2013,06,0
13688,SANTA ROSA DEL SUR,2013,06,0
5591,PUERTO TRIUNFO,2013,06,0
5284,FRONTINO,2013,06,0
86568,PUERTO ASIS,2013,06,38
27205,CONDOTO,2013,06,134
13001,CARTAGENA,2013,06,23796
70708,SAN MARCOS,2013,06,0
11001,BOGOTA,2013,06,124117
27077,BAJO BAUDO,2013,06,0
52001,PASTO,2013,06,635
99001,PUERTO CARREÑO,2013,06,0
5847,URRAO,2013,06,0
81001,ARAUCA,2013,06,0
68081,BARRANCABERMEJA,2013,06,161
19318,GUAPI,2013,06,0
68679,SAN GIL,2013,06,0
85001,EL YOPAL,2013,06,755
73408,LÉRIDA,2013,06,0
50568,PUERTO GAITÁN,2013,06,0
70717,SAN PEDRO,2013,06,0
52835,TUMACO,2013,06,134
5615,RIONEGRO - ANTIOQUIA,2013,06,4
73001,IBAGUE,2013,06,786
73449,MELGAR,2013,06,0
50350,LA MACARENA,2013,06,0
18001,FLORENCIA,2013,06,136
76001,CALI,2013,06,18617
68001,BUCARAMANGA,2013,06,6114
20770,SAN MARTÍN,2013,06,0
5031,AMALFI,2013,06,4
15516,PAIPA,2013,06,0
27006,ACANDI,2013,06,305
95001,SAN JOSE DEL GUAVIARE,2013,06,0
97001,MITÚ,2013,06,0
5585,PUERTO NARE,2013,06,21
25175,CHIA,2013,06,0
5250,EL BAGRE,2013,06,382
19418,LOPEZ,2013,06,0
17001,MANIZALES,2013,06,709
25438,MEDINA,2013,06,0
23466,MONTELIBANO,2013,06,0
5579,PUERTO BERRIO,2013,06,7
91001,LETICIA,2013,06,654
8001,BARRANQUILLA,2013,06,14537
27372,JURADO,2013,06,0
73168,CHAPARRAL,2013,06,67
23001,MONTERIA,2013,06,10962
54001,CUCUTA,2013,06,3660
23068,AYAPEL,2013,06,0
76147,CARTAGO,2013,06,7
85250,PAZ DE ARIPORO,2013,06,0
68669,SAN ANDRÉS,2013,06,14293
44001,RIOHACHA,2013,06,254
66001,PEREIRA,2013,06,2967
27075,BAHIA SOLANO,2013,06,796
19001,POPAYAN,2013,06,164
70215,COROZAL,2013,06,638
76109,BUENAVENTURA,2013,06,0
27495,NUQUI,2013,06,306
5059,ARMENIA,2013,06,965
13442,MARÍA LA BAJA,2013,06,0
5873,VIGIA DEL FUERTE,2013,06,175
23417,LORICA,2013,06,0
54498,OCAÑA,2013,06,0
5154,CAUCASIA,2013,06,1402
27001,QUIBDO,2013,06,11319
20011,AGUACHICA,2013,06,0
50001,VILLAVICENCIO,2013,06,223
5604,REMEDIOS,2013,06,275
8141,CANDELARIA,2013,06,0
73443,MARIQUITA,2013,06,4
5001,MEDELLIN,2013,06,2
20295,GAMARRA,2013,06,12
20001,VALLEDUPAR,2013,06,720
73275,FLANDES,2013,06,0
5147,CAREPA,2013,06,9453
47245,EL BANCO,2013,06,0
5579,PUERTO BERRIO,2012,06,6
86568,PUERTO ASIS,2012,06,21
19001,POPAYAN,2012,06,118
44001,RIOHACHA,2012,06,213
5604,REMEDIOS,2012,06,469
11001,BOGOTA,2012,06,101716
50001,VILLAVICENCIO,2012,06,68
5615,RIONEGRO - ANTIOQUIA,2012,06,33
5154,CAUCASIA,2012,06,1319
68081,BARRANCABERMEJA,2012,06,172
27075,BAHIA SOLANO,2012,06,720
52001,PASTO,2012,06,511
66001,PEREIRA,2012,06,3854
54001,CUCUTA,2012,06,3540
91001,LETICIA,2012,06,390
8001,BARRANQUILLA,2012,06,11096
73001,IBAGUE,2012,06,769
81001,ARAUCA,2012,06,1
41001,NEIVA,2012,06,507
5031,AMALFI,2012,06,0
47001,SANTA MARTA,2012,06,3951
5147,CAREPA,2012,06,7080
8141,CANDELARIA,2012,06,13
76001,CALI,2012,06,13307
5250,EL BAGRE,2012,06,436
25175,CHIA,2012,06,4
17001,MANIZALES,2012,06,169
13001,CARTAGENA,2012,06,18607
70823,TOLU,2012,06,276
70215,COROZAL,2012,06,604
20295,GAMARRA,2012,06,16
20001,VALLEDUPAR,2012,06,698
18001,FLORENCIA,2012,06,99
27006,ACANDI,2012,06,666
5059,ARMENIA,2012,06,903
27001,QUIBDO,2012,06,8924
52835,TUMACO,2012,06,78
68001,BUCARAMANGA,2012,06,5095
5873,VIGIA DEL FUERTE,2012,06,220
27495,NUQUI,2012,06,450
13688,SANTA ROSA DEL SUR,2012,06,7
27205,CONDOTO,2012,06,194
85001,EL YOPAL,2012,06,241
5001,MEDELLIN,2012,06,11
73275,FLANDES,2012,06,10
73168,CHAPARRAL,2012,06,13
68669,SAN ANDRÉS,2012,06,7844
23001,MONTERIA,2012,06,4301
52835,TUMACO,2011,06,68
5284,FRONTINO,2011,06,4
86568,PUERTO ASIS,2011,06,16
27495,NUQUI,2011,06,249
76001,CALI,2011,06,9621
73001,IBAGUE,2011,06,971
11001,BOGOTA,2011,06,85548
13001,CARTAGENA,2011,06,7785
5147,CAREPA,2011,06,7160
5873,VIGIA DEL FUERTE,2011,06,185
5847,URRAO,2011,06,4
5591,PUERTO TRIUNFO,2011,06,9
23001,MONTERIA,2011,06,4489
68001,BUCARAMANGA,2011,06,3521
52001,PASTO,2011,06,357
5250,EL BAGRE,2011,06,460
70215,COROZAL,2011,06,714
20001,VALLEDUPAR,2011,06,642
17001,MANIZALES,2011,06,700
27001,QUIBDO,2011,06,7923
27205,CONDOTO,2011,06,159
27077,BAJO BAUDO,2011,06,4
5604,REMEDIOS,2011,06,464
27006,ACANDI,2011,06,682
8001,BARRANQUILLA,2011,06,4580
5579,PUERTO BERRIO,2011,06,19
47001,SANTA MARTA,2011,06,3167
5615,RIONEGRO - ANTIOQUIA,2011,06,15
5585,PUERTO NARE,2011,06,13
27075,BAHIA SOLANO,2011,06,940
5031,AMALFI,2011,06,0
66001,PEREIRA,2011,06,2863
5051,ARBOLETES,2011,06,0
68679,SAN GIL,2011,06,0
73168,CHAPARRAL,2011,06,11
54001,CUCUTA,2011,06,2265
5059,ARMENIA,2011,06,749
50568,PUERTO GAITÁN,2011,06,2
47245,EL BANCO,2011,06,0
68669,SAN ANDRÉS,2011,06,6682
8141,CANDELARIA,2011,06,9
91001,LETICIA,2011,06,343
41001,NEIVA,2011,06,379
5172,CHIGORODÓ,2011,06,11
50001,VILLAVICENCIO,2011,06,50
18001,FLORENCIA,2011,06,48
70823,TOLU,2011,06,200
5154,CAUCASIA,2011,06,1217
68081,BARRANCABERMEJA,2011,06,156
44001,RIOHACHA,2011,06,119
85001,EL YOPAL,2011,06,206
19001,POPAYAN,2011,06,70
73275,FLANDES,2011,06,0
5585,PUERTO NARE,2010,06,40
76001,CALI,2010,06,9365
81001,ARAUCA,2010,06,22
68669,SAN ANDRÉS,2010,06,6597
13442,MARÍA LA BAJA,2010,06,0
70221,COVEÑAS,2010,06,0
70823,TOLU,2010,06,96
5873,VIGIA DEL FUERTE,2010,06,155
18001,FLORENCIA,2010,06,48
73168,CHAPARRAL,2010,06,0
5490,NECOCLÍ,2010,06,0
50001,VILLAVICENCIO,2010,06,50
95001,SAN JOSE DEL GUAVIARE,2010,06,0
25572,PUERTO SALGAR,2010,06,0
76109,BUENAVENTURA,2010,06,0
54001,CUCUTA,2010,06,2376
15272,FIRAVITOBA,2010,06,0
68679,SAN GIL,2010,06,0
5604,REMEDIOS,2010,06,427
13688,SANTA ROSA DEL SUR,2010,06,0
5847,URRAO,2010,06,0
66001,PEREIRA,2010,06,2515
52022,ALDANA,2010,06,4
68081,BARRANCABERMEJA,2010,06,79
99001,PUERTO CARREÑO,2010,06,0
73275,FLANDES,2010,06,0
23068,AYAPEL,2010,06,0
5147,CAREPA,2010,06,6432
27205,CONDOTO,2010,06,197
5250,EL BAGRE,2010,06,474
5284,FRONTINO,2010,06,0
85230,OROCUÉ,2010,06,155
70215,COROZAL,2010,06,809
70717,SAN PEDRO,2010,06,0
73001,IBAGUE,2010,06,817
44430,MAICAO,2010,06,0
17001,MANIZALES,2010,06,632
27077,BAJO BAUDO,2010,06,7
76147,CARTAGO,2010,06,0
8141,CANDELARIA,2010,06,0
23001,MONTERIA,2010,06,4453
27006,ACANDI,2010,06,564
18753,SAN VICENTE DEL CAGUÁN,2010,06,0
47245,EL BANCO,2010,06,0
5591,PUERTO TRIUNFO,2010,06,83
44001,RIOHACHA,2010,06,121
27001,QUIBDO,2010,06,7716
5001,MEDELLIN,2010,06,0
73026,ALVARADO,2010,06,0
5172,CHIGORODÓ,2010,06,0
13468,MOMPÓS,2010,06,0
76834,TULUÁ,2010,06,0
52835,TUMACO,2010,06,20
20011,AGUACHICA,2010,06,0
91001,LETICIA,2010,06,339
85001,EL YOPAL,2010,06,108
19809,TIMBIQUI,2010,06,0
41001,NEIVA,2010,06,319
5475,MURINDÓ,2010,06,15
13001,CARTAGENA,2010,06,7800
68001,BUCARAMANGA,2010,06,3970
8001,BARRANQUILLA,2010,06,5552
11001,BOGOTA,2010,06,76804
20001,VALLEDUPAR,2010,06,525
91407,LA PEDRERA,2010,06,0
27075,BAHIA SOLANO,2010,06,605
52001,PASTO,2010,06,377
5154,CAUCASIA,2010,06,1086
73443,MARIQUITA,2010,06,0
44847,URIBIA,2010,06,0
19001,POPAYAN,2010,06,87
47001,SANTA MARTA,2010,06,3358
86568,PUERTO ASIS,2010,06,17
5579,PUERTO BERRIO,2010,06,38
27495,NUQUI,2010,06,186
5059,ARMENIA,2010,06,659
5615,RIONEGRO - ANTIOQUIA,2010,06,0
5031,AMALFI,2010,06,0
19001,POPAYAN,2009,06,62
15516,PAIPA,2009,06,0
5585,PUERTO NARE,2009,06,160
5172,CHIGORODÓ,2009,06,0
54001,CUCUTA,2009,06,1720
73449,MELGAR,2009,06,0
41001,NEIVA,2009,06,242
97666,TARAIRA,2009,06,0
70215,COROZAL,2009,06,533
13001,CARTAGENA,2009,06,4040
20400,LA JAGUA DE IBIRICO,2009,06,0
73443,MARIQUITA,2009,06,0
5591,PUERTO TRIUNFO,2009,06,42
20011,AGUACHICA,2009,06,0
70717,SAN PEDRO,2009,06,0
76109,BUENAVENTURA,2009,06,0
85001,EL YOPAL,2009,06,41
23189,CIÉNAGA DE ORO,2009,06,0
5837,TURBO,2009,06,0
5490,NECOCLÍ,2009,06,0
47245,EL BANCO,2009,06,0
5031,AMALFI,2009,06,0
5480,MUTATA,2009,06,0
20060,BOSCONIA,2009,06,0
95001,SAN JOSE DEL GUAVIARE,2009,06,1
5873,VIGIA DEL FUERTE,2009,06,24
73001,IBAGUE,2009,06,616
52835,TUMACO,2009,06,4
5045,APARTADÓ,2009,06,0
5284,FRONTINO,2009,06,0
86573,PUERTO LEGUIZAMO,2009,06,0
47001,SANTA MARTA,2009,06,1993
5059,ARMENIA,2009,06,1175
18001,FLORENCIA,2009,06,38
15272,FIRAVITOBA,2009,06,0
13468,MOMPÓS,2009,06,0
50568,PUERTO GAITÁN,2009,06,0
20250,EL PASO,2009,06,0
85325,SAN LUIS DE PALENQUE,2009,06,0
5847,URRAO,2009,06,0
70823,TOLU,2009,06,128
5615,RIONEGRO - ANTIOQUIA,2009,06,0
25572,PUERTO SALGAR,2009,06,0
76147,CARTAGO,2009,06,0
8001,BARRANQUILLA,2009,06,3658
63470,MONTENEGRO,2009,06,0
17001,MANIZALES,2009,06,695
5361,ITUANGO,2009,06,0
50573,PUERTO LÓPEZ,2009,06,0
44847,URIBIA,2009,06,0
5475,MURINDÓ,2009,06,0
27075,BAHIA SOLANO,2009,06,603
85230,OROCUÉ,2009,06,0
86568,PUERTO ASIS,2009,06,14
85225,NUNCHÍA,2009,06,0
81794,TAME,2009,06,0
91001,LETICIA,2009,06,177
76126,CALIMA,2009,06,0
5154,CAUCASIA,2009,06,1066
27077,BAJO BAUDO,2009,06,0
54498,OCAÑA,2009,06,0
52001,PASTO,2009,06,339
81001,ARAUCA,2009,06,0
20770,SAN MARTÍN,2009,06,0
41298,GARZÓN,2009,06,0
11001,BOGOTA,2009,06,59034
23001,MONTERIA,2009,06,3184
76001,CALI,2009,06,7297
66001,PEREIRA,2009,06,1960
5313,GRANADA,2009,06,0
68669,SAN ANDRÉS,2009,06,5644
27006,ACANDI,2009,06,540
5001,MEDELLIN,2009,06,3
70713,SAN ONOFRE - SUCRE,2009,06,0
8141,CANDELARIA,2009,06,0
5147,CAREPA,2009,06,5676
50001,VILLAVICENCIO,2009,06,65
70221,COVEÑAS,2009,06,0
23466,MONTELIBANO,2009,06,0
5604,REMEDIOS,2009,06,483
44560,MANAURE,2009,06,0
20001,VALLEDUPAR,2009,06,301
94001,INÍRIDA,2009,06,0
5250,EL BAGRE,2009,06,371
68001,BUCARAMANGA,2009,06,2273
73275,FLANDES,2009,06,2
99524,LA PRIMAVERA,2009,06,0
52022,ALDANA,2009,06,0
44430,MAICAO,2009,06,0
47318,GUAMAL,2009,06,0
27205,CONDOTO,2009,06,211
13430,MAGANGUÉ,2009,06,0
44001,RIOHACHA,2009,06,152
27001,QUIBDO,2009,06,5697
27495,NUQUI,2009,06,510
18753,SAN VICENTE DEL CAGUÁN,2009,06,0
73168,CHAPARRAL,2009,06,8
5579,PUERTO BERRIO,2009,06,4
68081,BARRANCABERMEJA,2009,06,70
97001,MITÚ,2009,06,0
23068,AYAPEL,2009,06,0
20400,LA JAGUA DE IBIRICO,2008,06,0
68669,SAN ANDRÉS,2008,06,4375
76109,BUENAVENTURA,2008,06,0
5361,ITUANGO,2008,06,12
73443,MARIQUITA,2008,06,0
13468,MOMPÓS,2008,06,0
5591,PUERTO TRIUNFO,2008,06,73
76147,CARTAGO,2008,06,0
27495,NUQUI,2008,06,148
27075,BAHIA SOLANO,2008,06,500
50573,PUERTO LÓPEZ,2008,06,8
23068,AYAPEL,2008,06,0
68081,BARRANCABERMEJA,2008,06,53
5031,AMALFI,2008,06,0
18001,FLORENCIA,2008,06,30
20250,EL PASO,2008,06,0
52022,ALDANA,2008,06,0
27205,CONDOTO,2008,06,175
70221,COVEÑAS,2008,06,0
5250,EL BAGRE,2008,06,560
5475,MURINDÓ,2008,06,24
70215,COROZAL,2008,06,518
19001,POPAYAN,2008,06,74
44001,RIOHACHA,2008,06,133
27001,QUIBDO,2008,06,6296
5154,CAUCASIA,2008,06,1248
41001,NEIVA,2008,06,169
52001,PASTO,2008,06,255
20770,SAN MARTÍN,2008,06,0
44560,MANAURE,2008,06,2
5873,VIGIA DEL FUERTE,2008,06,122
5172,CHIGORODÓ,2008,06,123
99524,LA PRIMAVERA,2008,06,0
23001,MONTERIA,2008,06,3142
5615,RIONEGRO - ANTIOQUIA,2008,06,62
8001,BARRANQUILLA,2008,06,3468
81794,TAME,2008,06,0
76001,CALI,2008,06,7446
91001,LETICIA,2008,06,128
52835,TUMACO,2008,06,25
5147,CAREPA,2008,06,5131
47245,EL BANCO,2008,06,0
66001,PEREIRA,2008,06,2330
47318,GUAMAL,2008,06,0
5604,REMEDIOS,2008,06,873
68001,BUCARAMANGA,2008,06,1928
